,company_list,location,title,salary,education,programming_languages,soft_skills,keywords,benefits,state
412,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
413,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
414,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
415,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
416,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
417,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
418,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
419,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
420,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
421,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
422,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
423,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
424,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
425,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
426,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
427,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
428,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
429,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
430,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
431,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
432,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
433,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
434,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
435,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
436,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
437,Headway,"Atlanta, GA",Data Scientist,"$100,000 - $125,000 a year",[],"['Python', ' SQL ']",[],"['Artificial Intelligence', 'Neural Network']","['Dental', 'Vision']",GA
438,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
439,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
440,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
441,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
442,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
443,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
444,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
445,Headway,"Atlanta, GA",Data Scientist,"$100,000 - $125,000 a year",[],"['Python', ' SQL ']",[],"['Artificial Intelligence', 'Neural Network']","['Dental', 'Vision']",GA
446,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
447,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
448,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
449,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
450,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
451,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
452,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
453,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
454,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
455,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
456,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
457,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
458,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
459,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
460,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
461,Headway,"Atlanta, GA",Data Scientist,"$100,000 - $125,000 a year",[],"['Python', ' SQL ']",[],"['Artificial Intelligence', 'Neural Network']","['Dental', 'Vision']",GA
462,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
463,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
464,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
465,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
466,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
467,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
468,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
469,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
470,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
471,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
472,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
473,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
474,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
475,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
476,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
477,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
478,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
479,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
480,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
481,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
482,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
483,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
484,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
485,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
486,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
487,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
488,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
489,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
490,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
491,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
492,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
493,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
494,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
495,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
496,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
497,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
498,GEICO,"Chevy Chase, MD",Senior Data Scientist,,['Associate'],['Python'],['Flexible'],[],[],MD
499,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
500,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
501,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
502,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
503,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
504,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
505,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
506,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
507,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
508,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
509,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
510,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
511,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
512,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
513,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
514,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
515,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
516,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
517,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
518,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
519,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
520,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
521,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
522,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
523,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
524,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
525,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
526,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
527,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
528,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
529,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
530,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
531,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
532,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
533,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
534,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
535,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
536,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
537,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
538,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
539,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
540,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
541,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
542,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
543,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
544,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
545,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
546,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
547,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
548,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
549,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
550,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
551,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
552,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
553,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
554,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
555,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
556,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
557,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
558,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
559,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
560,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
561,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
562,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
563,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
564,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
565,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
566,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
567,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
568,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
569,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
570,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
571,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
572,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
573,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
574,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
575,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
576,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
577,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
578,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
579,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
580,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
581,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
582,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
583,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
584,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
585,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
586,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
587,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
588,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
589,GEICO,"Chevy Chase, MD",Data Scientist,,"['Bachelor', 'Associate']",['Python'],['Flexible'],[],[],MD
590,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
591,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
592,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
593,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
594,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
595,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
596,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
597,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
598,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
599,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
600,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
601,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
602,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
603,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
604,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
605,Allstate,"Chicago, IL",Data Scientist: Deep Learning & NLP,,[],['Python'],[],['Deep Learning'],[],IL
606,"Daman, Inc.","San Antonio, TX",Data Scientist,"$120,000 - $140,000 a year",[],['Python'],[],[],[],TX
607,Clara Analytics,"Santa Clara, CA",Principal Data Scientist,,['PHD'],"['Python', 'scala']",[],[],[],CA
608,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
609,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
610,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
611,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
612,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
613,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
614,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
615,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
616,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
617,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
618,Seen by Indeed,"Chicago, IL",Data Scientist,,[],[],[],[],[],IL
619,FPT Software,"Mettawa, IL",Data Scientist,,[],"['Python', ' SQL ']",[],[],[],IL
620,Spectrum Communications & Consulting Inc.,"Chicago, IL",Data Engineer,,['Bachelor'],"['Python', ' SQL ']",['Flexible'],[],"['Retirement', 'Dental']",IL
621,iQuartic,"Boston, MA 02199 (Back Bay area)",OCR Data Scientist,,[],['Python'],['Flexible'],['Neural Network'],"['Retirement', 'Dental', 'Vision']",MA
622,Tsunami Tsolutions,"Glastonbury, CT 06033",Data Scientist/Analyst,,[],['Python'],['Flexible'],['Machine Learning'],"['Retirement', 'Dental']",CT
